t[s],lambda[m],N_agg[mol/kg],N_agg[#/m3],N_pri[mol/kg],N_pri[#/m3],n_p,d_p[nm],d_m[nm],d_g[nm]
0.00017560556252296504,5.079863387400028e-07,2.2801125276868002e-05,1.688932506615425e+18,3.5452598546844106e-05,2.62605662670946e+18,1.5548617937208198,1.9999369869583437,2.4393696649959677,1.8543191129487298
0.000180873287753715,5.079959146146452e-07,2.253834344713683e-05,1.6694676438513436e+18,3.5452598546844106e-05,2.62605662670946e+18,1.572990429842254,1.9999369869583437,2.452127503606026,1.867025994057395
0.00018617846502581137,5.080044458774593e-07,2.2278556851536754e-05,1.650224645062286e+18,3.5452598546844106e-05,2.62605662670946e+18,1.5913328131215385,1.9999369869583437,2.4649537240121138,1.879819465763518
0.0001918090654143645,5.080123615010635e-07,2.200803698287227e-05,1.630186607714353e+18,3.5452598546844106e-05,2.62605662670946e+18,1.610893264784817,1.9999369869583437,2.4785424240007785,1.893393590601341
0.00019291703044432696,5.080137898425948e-07,2.1955424030559806e-05,1.6262894436774674e+18,3.5452598546844106e-05,2.62605662670946e+18,1.6147535341379675,1.9999369869583437,2.4812134233043897,1.896064150850774
0.00019538682326885503,5.080168291204363e-07,2.1838864870997464e-05,1.6176556349887214e+18,3.5452598546844106e-05,2.62605662670946e+18,1.6233718536317336,1.9999369869583437,2.48716396958,1.9020165769184914
0.00020019068234413282,5.080221981408309e-07,2.161496839285428e-05,1.6010711008720492e+18,3.5452598546844106e-05,2.62605662670946e+18,1.6401873878550028,1.9999369869583437,2.4987244878890293,1.9135919969975925
0.00020653860558010972,5.080282872293e-07,2.1324691994373113e-05,1.5795696513012483e+18,3.5452598546844106e-05,2.62605662670946e+18,1.6625139793905996,1.9999369869583437,2.5139735260866876,1.9288833211694072
0.0002141163796814309,5.080342328971274e-07,2.0986263460820914e-05,1.5545014608263519e+18,3.5452598546844106e-05,2.62605662670946e+18,1.6893240005792491,1.9999369869583437,2.5321366593391708,1.9471302334634513
0.00022008945677039953,5.080380316179081e-07,2.0725515842801968e-05,1.5351872768662508e+18,3.5452598546844106e-05,2.62605662670946e+18,1.7105773779404818,1.9999369869583437,2.546422941146179,1.9615077907978138
0.00022663528276970627,5.080414079238315e-07,2.0445669274811683e-05,1.5144583891554737e+18,3.5452598546844106e-05,2.62605662670946e+18,1.733990610447779,1.9999369869583437,2.5620484955011444,1.9772586194435062
0.0002347578675827312,5.080445961154812e-07,2.0106731647420644e-05,1.4893524889130598e+18,3.5452598546844106e-05,2.62605662670946e+18,1.763220356670552,1.9999369869583437,2.581393893621954,1.9967957285665698
0.00024272096195350408,5.080467870576294e-07,1.9783092176993862e-05,1.4653797588223158e+18,3.5452598546844106e-05,2.62605662670946e+18,1.7920655795190912,1.9999369869583437,2.6003126371632996,2.0159408869906867
0.00024452495954557253,5.08047168189907e-07,1.9710930735945962e-05,1.4600345926504668e+18,3.5452598546844106e-05,2.62605662670946e+18,1.798626306478301,1.9999369869583437,2.604592201073807,2.0202769805212117
0.00024681582763942396,5.080475951010954e-07,1.961989927737476e-05,1.4532916802880888e+18,3.5452598546844106e-05,2.62605662670946e+18,1.8069714857164056,1.9999369869583437,2.6100233763625,2.025782710339836
0.00025270239317064366,5.080484154600188e-07,1.938904696196726e-05,1.4361919110887716e+18,3.5452598546844106e-05,2.62605662670946e+18,1.8284858774330905,1.9999369869583437,2.623961973817471,2.0399270060681634
0.0002620237355158355,5.08048975509569e-07,1.903227701085123e-05,1.4097651290546952e+18,3.5452598546844106e-05,2.62605662670946e+18,1.8627617981091202,1.9999369869583437,2.6459833533030808,2.062315287194785
0.0002726588704242724,5.08048651604832e-07,1.863788685919995e-05,1.3805517310611937e+18,3.5452598546844106e-05,2.62605662670946e+18,1.9021790836413492,1.9999369869583437,2.671034165573882,2.0878454669333686
0.0002835417338218805,5.08047413295211e-07,1.8247675608917566e-05,1.3516478740345595e+18,3.5452598546844106e-05,2.62605662670946e+18,1.9428555892082258,1.9999369869583437,2.6965876850099857,2.113955396355311
0.00029603215933547467,5.080450328876112e-07,1.781569897282142e-05,1.3196503575110515e+18,3.5452598546844106e-05,2.62605662670946e+18,1.98996394140519,1.9999369869583437,2.7258167471905757,2.1439036422845406
0.0003109891774862738,5.080410478814959e-07,1.7319570340874417e-05,1.282900953094243e+18,3.5452598546844106e-05,2.62605662670946e+18,2.04696755456892,1.9999369869583437,2.760681111701875,2.179740166994338
0.0003259461956370729,5.080360287946425e-07,1.6845183869145084e-05,1.2477620411732995e+18,3.5452598546844106e-05,2.62605662670946e+18,2.1046133317536397,1.9999369869583437,2.7953993191004765,2.2155487080088885
0.00034090321378787205,5.080301428213631e-07,1.639125062843299e-05,1.2141381477574019e+18,3.5452598546844106e-05,2.62605662670946e+18,2.1628977160135943,1.9999369869583437,2.829974382708522,2.251329476851903
0.0003568399667626296,5.08023064322896e-07,1.5928749919057632e-05,1.179879641963865e+18,3.5452598546844106e-05,2.62605662670946e+18,2.225698735117158,1.9999369869583437,2.8666599759015945,2.2894236802279124
0.0003775811482907433,5.080128042397074e-07,1.535738169449458e-05,1.1375570655123122e+18,3.5452598546844106e-05,2.62605662670946e+18,2.3085053983878905,1.9999369869583437,2.914172226627448,2.33895562921245
0.0004018642868489466,5.079995466426112e-07,1.4729053299693092e-05,1.0910153164572193e+18,3.5452598546844106e-05,2.62605662670946e+18,2.40698419820253,1.9999369869583437,2.9694722421321305,2.3968800234579017
0.00041912359339016836,5.079894426317232e-07,1.4307082969215654e-05,1.0597589903190696e+18,3.5452598546844106e-05,2.62605662670946e+18,2.477975323350466,1.9999369869583437,3.0085688324200617,2.4380070438497867
0.00042417972247056965,5.079863884610613e-07,1.418712107371363e-05,1.0508731330463095e+18,3.5452598546844106e-05,2.62605662670946e+18,2.4989283141124283,1.9999369869583437,3.019990114594013,2.450048541383218
0.0004358317834366052,5.079792013006939e-07,1.391671290668558e-05,1.0308433696990024e+18,3.5452598546844106e-05,2.62605662670946e+18,2.5474836467893724,1.9999369869583437,3.0462563290025257,2.4777871778559386
0.0004555459808669035,5.079666098745546e-07,1.3477597781765494e-05,9.983170886660035e+17,3.5452598546844106e-05,2.62605662670946e+18,2.6304834972007898,1.9999369869583437,3.0905254481023166,2.52468206310568
0.00048570456059812727,5.079464406777429e-07,1.2847440764081687e-05,9.51639889250861e+17,3.5452598546844106e-05,2.62605662670946e+18,2.7595066751318234,1.9999369869583437,3.157842492348636,2.5963339579905425
0.0005268601376209895,5.079174719272877e-07,1.2060592128674619e-05,8.93356176408267e+17,3.5452598546844106e-05,2.62605662670946e+18,2.9395404610818323,1.9999369869583437,3.2489427705919796,2.693944796614309
0.0005774731328465127,5.078800696061264e-07,1.1193881811785383e-05,8.291569226329175e+17,3.5452598546844106e-05,2.62605662670946e+18,3.1671406883640794,1.9999369869583437,3.3598247300936515,2.813725249881657
0.0006280861280720359,5.078411784884544e-07,1.0422698211664898e-05,7.720335554746493e+17,3.5452598546844106e-05,2.62605662670946e+18,3.4014799073013733,1.9999369869583437,3.4694998399996924,2.933224006930555
0.0006848701014324603,5.077962124797171e-07,9.654073427065488e-06,7.150997257475167e+17,3.5452598546844106e-05,2.62605662670946e+18,3.6722942719134153,1.9999369869583437,3.5911882894317113,3.0669652156326475
0.0007318085041651389,5.077582255115964e-07,9.08487618820664e-06,6.729379592683973e+17,3.5452598546844106e-05,2.62605662670946e+18,3.902375531860988,1.9999369869583437,3.6907479679000317,3.1772620155801126
0.0007710529985695588,5.077260168515801e-07,8.649058314097849e-06,6.406559132900301e+17,3.5452598546844106e-05,2.62605662670946e+18,4.099012546725098,1.9999369869583437,3.773305544851637,3.2693056581036877
0.000815304506253074,5.076893015440401e-07,8.196467213907058e-06,6.071314353515419e+17,3.5452598546844106e-05,2.62605662670946e+18,4.325351108181241,1.9999369869583437,3.865680240644085,3.3729062480859557
0.0008635001022833492,5.076489247737107e-07,7.74519375638642e-06,5.737045582775156e+17,3.5452598546844106e-05,2.62605662670946e+18,4.577367547146398,1.9999369869583437,3.965458563453387,3.485519885728852
0.0009116956983136245,5.076082235533337e-07,7.332400165647532e-06,5.431279746459741e+17,3.5452598546844106e-05,2.62605662670946e+18,4.835060518510756,1.9999369869583437,4.064406842118668,3.597907701276839
0.0009633391148582017,5.075643273046582e-07,6.927828937930596e-06,5.13160440612658e+17,3.5452598546844106e-05,2.62605662670946e+18,5.117418294314021,1.9999369869583437,4.169550374608714,3.7180897928683585
0.001022628745638979,5.075136553627977e-07,6.505736491574763e-06,4.8189506906670086e+17,3.5452598546844106e-05,2.62605662670946e+18,5.449436599954041,1.9999369869583437,4.289182587634342,3.8557588128982743
0.0010437039223031262,5.074955874129612e-07,6.365535933023002e-06,4.715100868384801e+17,3.5452598546844106e-05,2.62605662670946e+18,5.569460123997386,1.9999369869583437,4.331439042364274,3.9046170750458695
0.0010593051679511315,5.074821966284387e-07,6.2648367239158095e-06,4.640510616550106e+17,3.5452598546844106e-05,2.62605662670946e+18,5.658982046811367,1.9999369869583437,4.362631738836973,3.9407592782417873
0.0010843743292928022,5.074606547552571e-07,6.108277771767447e-06,4.5245437507598144e+17,3.5452598546844106e-05,2.62605662670946e+18,5.804025270544598,1.9999369869583437,4.412599332376823,3.998789172848166
0.001096395174409685,5.074503156617598e-07,6.03541504115092e-06,4.47057262750834e+17,3.5452598546844106e-05,2.62605662670946e+18,5.8740945411574375,1.9999369869583437,4.436492296573603,4.026595011752978
0.0011246432513920585,5.074259984872817e-07,5.869564722237526e-06,4.347723429741096e+17,3.5452598546844106e-05,2.62605662670946e+18,6.040072854555608,1.9999369869583437,4.492471100362134,4.0918861855080735
0.0011696063776414788,5.07387243058084e-07,5.6202013805385346e-06,4.1630141890173734e+17,3.5452598546844106e-05,2.62605662670946e+18,6.308065520500441,1.9999369869583437,4.581098189334212,4.1956672311126235
0.0012330663902073195,5.073324767140119e-07,5.296032671561519e-06,3.9228948687773843e+17,3.5452598546844106e-05,2.62605662670946e+18,6.694180482914396,1.9999369869583437,4.7052223374357816,4.34184455717359
0.0013195050102558813,5.072578315527772e-07,4.900315008256516e-06,3.62977757001154e+17,3.5452598546844106e-05,2.62605662670946e+18,7.234759089387152,1.9999369869583437,4.872559439294347,4.54040531945893
0.001426432161608051,5.071655505240776e-07,4.472668291408131e-06,3.31300967690876e+17,3.5452598546844106e-05,2.62605662670946e+18,7.9264985098375265,1.9999369869583437,5.07695056200957,4.785183536193428
0.0015333593129602207,5.070734679472246e-07,4.101755367397279e-06,3.038265826822887e+17,3.5452598546844106e-05,2.62605662670946e+18,8.643274737600976,1.9999369869583437,5.278634056060366,5.02905511043513
0.0016402864643123903,5.069816948433074e-07,3.7777188464127814e-06,2.7982444213107187e+17,3.5452598546844106e-05,2.62605662670946e+18,9.38465777581858,1.9999369869583437,5.477780307366699,5.272050461329496
0.00174721361566456,5.068903169313514e-07,3.492782301229164e-06,2.5871852794307658e+17,3.5452598546844106e-05,2.62605662670946e+18,10.150245703652297,1.9999369869583437,5.674541312705027,5.514197934966852
0.0018591837902013038,5.067951259268757e-07,3.2295766660793007e-06,2.392222729235951e+17,3.5452598546844106e-05,2.62605662670946e+18,10.97747544413723,1.9999369869583437,5.878173841376371,5.7668858945547985
0.0019787184995149086,5.066941319761679e-07,2.981974008919185e-06,2.208817668597858e+17,3.5452598546844106e-05,2.62605662670946e+18,11.888969669354658,1.9999369869583437,6.093000460332064,6.035683102877055
0.0020982532088285127,5.065938435005905e-07,2.7634053383622347e-06,2.046918758719995e+17,3.5452598546844106e-05,2.62605662670946e+18,12.829315357643303,1.9999369869583437,6.305330836383725,6.303518540954615
0.002113257620704143,5.065813071905545e-07,2.737770595834509e-06,2.0279305072946515e+17,3.5452598546844106e-05,2.62605662670946e+18,12.949440906694258,1.9999369869583437,6.331830354172389,6.337092449511872
0.0021432664444554035,5.065562704364259e-07,2.6874648024337246e-06,1.990667833319582e+17,3.5452598546844106e-05,2.62605662670946e+18,13.191837346014283,1.9999369869583437,6.38489400352646,6.4044188019902375
0.0021862115096651304,5.065205250051492e-07,2.6176396996721696e-06,1.9389467518379616e+17,3.5452598546844106e-05,2.62605662670946e+18,13.543727408811897,1.9999369869583437,6.460981600359262,6.5011807782703075
0.0022729975223292733,5.064485970809389e-07,2.483887882268798e-06,1.8398736624669642e+17,3.5452598546844106e-05,2.62605662670946e+18,14.273026894620338,1.9999369869583437,6.615284862597577,6.698206719316169
0.00238340985186085,5.06357699987792e-07,2.3268300238072203e-06,1.7235372451392314e+17,3.5452598546844106e-05,2.62605662670946e+18,15.236436776260792,1.9999369869583437,6.8126150339073925,6.951692294637962
0.002522043399232862,5.062445687575088e-07,2.148198379731724e-06,1.59122062184725e+17,3.5452598546844106e-05,2.62605662670946e+18,16.503409964991956,1.9999369869583437,7.06194729565226,7.274345783422771
0.002683684285635578,5.06114104157944e-07,1.962744473291683e-06,1.4538505897711728e+17,3.5452598546844106e-05,2.62605662670946e+18,18.062768245826312,1.9999369869583437,7.354772638571675,7.656538652128689
0.002849742574176941,5.059817244634847e-07,1.794275075443236e-06,1.3290613791768907e+17,3.5452598546844106e-05,2.62605662670946e+18,19.758730995071268,1.9999369869583437,7.657868143392202,8.055697198106962
0.002963594095179096,5.058919425879751e-07,1.6900228970535616e-06,1.251839360162583e+17,3.5452598546844106e-05,2.62605662670946e+18,20.977584746723412,1.9999369869583437,7.866948013336157,8.333078436393174
0.003054630707507516,5.058207293822423e-07,1.6125435101592999e-06,1.1944485719758666e+17,3.5452598546844106e-05,2.62605662670946e+18,21.9855143898361,1.9999369869583437,8.034850423470433,8.556998202035794
0.003163527503907776,5.057362209711011e-07,1.5261184555256233e-06,1.1304315191399197e+17,3.5452598546844106e-05,2.62605662670946e+18,23.230567993251597,1.9999369869583437,8.23651009744473,8.827278777426576
0.003182406478546422,5.057216450857624e-07,1.5117851645471668e-06,1.1198145163532845e+17,3.5452598546844106e-05,2.62605662670946e+18,23.45081786634903,1.9999369869583437,8.271559716881388,8.8744018728365
0.0032368428631191605,5.056797405016929e-07,1.4714758144286592e-06,1.0899564409692779e+17,3.5452598546844106e-05,2.62605662670946e+18,24.093225453800304,1.9999369869583437,8.372767611326983,9.010713198233418
0.003356253069489581,5.055884650274614e-07,1.3880775395678139e-06,1.028181394475837e+17,3.5452598546844106e-05,2.62605662670946e+18,25.54079115629411,1.9999369869583437,8.59551233725791,9.311956052092496
0.003507969903966973,5.054737713859912e-07,1.291204652936116e-06,9.564253889036333e+16,3.5452598546844106e-05,2.62605662670946e+18,27.456994107190667,1.9999369869583437,8.879942591065978,9.699042746956483
0.0036964140980763407,5.05333293135515e-07,1.1833710851526728e-06,8.76550551270711e+16,3.5452598546844106e-05,2.62605662670946e+18,29.958986654021704,1.9999369869583437,9.235353342870132,10.186415289219362
0.003939755811182086,5.051551075574039e-07,1.0616576242551324e-06,7.863945532195664e+16,3.5452598546844106e-05,2.62605662670946e+18,33.39362685001009,1.9999369869583437,9.697614762993735,10.826188579541117
0.004255509395572045,5.049292190243488e-07,9.280581519688159e-07,6.874343094284667e+16,3.5452598546844106e-05,2.62605662670946e+18,38.200837384633374,1.9999369869583437,10.302653876282093,11.67310043785059
0.0046465356596480135,5.046576030444312e-07,7.927986942699938e-07,5.872444757422873e+16,3.5452598546844106e-05,2.62605662670946e+18,44.71828574274927,1.9999369869583437,11.059477982462937,12.746758026947521
0.005111263682694872,5.043460606163131e-07,6.651252079831808e-07,4.926737479363758e+16,3.5452598546844106e-05,2.62605662670946e+18,53.30214239563238,1.9999369869583437,11.968822095103755,14.05627694941049
0.0053178796517658,5.042113390308737e-07,6.174413236697306e-07,4.5735318314812e+16,3.5452598546844106e-05,2.62605662670946e+18,57.41857110588811,1.9999369869583437,12.376273085823689,14.649504971434613
0.005340754106931434,5.041965638056873e-07,6.124571466629761e-07,4.53661287040706e+16,3.5452598546844106e-05,2.62605662670946e+18,57.88584350759975,1.9999369869583437,12.42149523559302,14.715583110957066
0.005466427358236523,5.041158786263646e-07,5.860465759785637e-07,4.340983616124502e+16,3.5452598546844106e-05,2.62605662670946e+18,60.49450675084379,1.9999369869583437,12.67034631058927,15.080031863753662
0.005657773789901354,5.039946037194131e-07,5.487876209881119e-07,4.064997850151206e+16,3.5452598546844106e-05,2.62605662670946e+18,64.60167319920669,1.9999369869583437,13.050465630876687,15.639387104498292
0.006025147439243341,5.037669511291445e-07,4.859710313795609e-07,3.599700726187614e+16,3.5452598546844106e-05,2.62605662670946e+18,72.95208203296042,1.9999369869583437,13.784254194691336,16.72793650579968
0.006476921939666973,5.034959918115333e-07,4.216726572254884e-07,3.1234276786398004e+16,3.5452598546844106e-05,2.62605662670946e+18,84.07611434925437,1.9999369869583437,14.693288190506626,18.09162542496821
0.007044970380863875,5.031686320817206e-07,3.5653675436575695e-07,2.640950860712083e+16,3.5452598546844106e-05,2.62605662670946e+18,99.43602759808232,1.9999369869583437,15.845684594924453,19.84287900015674
0.007838147778686747,5.027346970912744e-07,2.870207418405084e-07,2.1260295493358904e+16,3.5452598546844106e-05,2.62605662670946e+18,123.51929104323895,1.9999369869583437,17.470163439407223,22.35067299597059
0.008793628800967545,5.022447823274485e-07,2.2617353502290587e-07,1.6753201028365166e+16,3.5452598546844106e-05,2.62605662670946e+18,156.74954429683217,1.9999369869583437,19.447292282054292,25.45855423600652
0.009793628800967548,5.017667399542979e-07,1.8029278449633256e-07,1.3354706872865902e+16,3.5452598546844106e-05,2.62605662670946e+18,196.63903159455208,1.9999369869583437,21.53613125261821,28.80127883909798
0.010700902704410074,5.013607715650553e-07,1.492773119205345e-07,1.105731851131658e+16,3.5452598546844106e-05,2.62605662670946e+18,237.49488847787367,1.9999369869583437,23.44556658976643,31.904610532788304
0.011411571048079872,5.010596477847483e-07,1.3001789733505952e-07,9630728772572774.0,3.5452598546844106e-05,2.62605662670946e+18,272.67475688736783,1.9999369869583437,24.949194740492445,34.37759635189258
0.012237458451719219,5.007269049870776e-07,1.117896305412337e-07,8280518554720763.0,3.5452598546844106e-05,2.62605662670946e+18,317.1367359852521,1.9999369869583437,26.704057887073958,37.29375942646321
0.012772432809403822,5.005206161463584e-07,1.0186863838862856e-07,7545647536692087.0,3.5452598546844106e-05,2.62605662670946e+18,348.02269970069244,1.9999369869583437,27.844518967957896,39.205141428550206
0.012893909160217999,5.004747420684913e-07,9.979152098024184e-08,7391790607769367.0,3.5452598546844106e-05,2.62605662670946e+18,355.26664188096225,1.9999369869583437,28.103849186524688,39.64147458036485
0.013263967019346136,5.003371348064396e-07,9.382368385005566e-08,6949738998431319.0,3.5452598546844106e-05,2.62605662670946e+18,377.8640647227483,1.9999369869583437,28.894642715125016,40.97579389929113
0.014001957542466836,5.000719931753871e-07,8.335340512568671e-08,6174181043453948.0,3.5452598546844106e-05,2.62605662670946e+18,425.32873724097936,1.9999369869583437,30.474910536769123,43.65866536461664
0.014878840489816704,4.997721327589833e-07,7.29580023397258e-08,5404169323796328.0,3.5452598546844106e-05,2.62605662670946e+18,485.9315963965215,1.9999369869583437,32.35751229054495,46.88192098378612
0.015858234506390984,4.9945533887776e-07,6.341112300219381e-08,4697009714167284.0,3.5452598546844106e-05,2.62605662670946e+18,559.0911636372938,1.9999369869583437,34.46541364055222,50.52355771315112
0.01603874914062084,4.993989226237646e-07,6.184905376658502e-08,4581303604158753.0,3.5452598546844106e-05,2.62605662670946e+18,573.2116562468408,1.9999369869583437,34.85443669955418,51.19921606052662
0.01639479302561035,4.992893757740285e-07,5.892585674764422e-08,4364775585976284.0,3.5452598546844106e-05,2.62605662670946e+18,601.6475704150276,1.9999369869583437,35.62216308604456,52.53575925465784
0.01705498923116506,4.990921260880427e-07,5.400748136216121e-08,4000460054728939.5,3.5452598546844106e-05,2.62605662670946e+18,656.4386572502333,1.9999369869583437,37.0470540655786,55.027136211406756
0.017931606903947992,4.988414501476005e-07,4.834223230466472e-08,3580821849373114.5,3.5452598546844106e-05,2.62605662670946e+18,733.3670138237111,1.9999369869583437,38.94134339487934,58.3599798134723
0.018925798933230653,4.985716908644694e-07,4.289838789671576e-08,3177583602580563.0,3.5452598546844106e-05,2.62605662670946e+18,826.431954324286,1.9999369869583437,41.09221084231029,62.171364064243896
0.019925798933230647,4.983148609511892e-07,3.827169610163691e-08,2834873754890409.0,3.5452598546844106e-05,2.62605662670946e+18,926.3398845113576,1.9999369869583437,43.25765532665238,66.035961279387
0.02092579893323064,4.980715495747884e-07,3.43325810079437e-08,2543094316452457.5,3.5452598546844106e-05,2.62605662670946e+18,1032.622584903863,1.9999369869583437,45.42448802223707,69.92889534603916
0.021925798933230635,4.978408194615227e-07,3.095397585295616e-08,2292833155918159.5,3.5452598546844106e-05,2.62605662670946e+18,1145.3326291671938,1.9999369869583437,47.59217440060049,73.84776489574855
0.02292579893323063,4.976218163033969e-07,2.8036459853075235e-08,2076725944061888.0,3.5452598546844106e-05,2.62605662670946e+18,1264.5176578153257,1.9999369869583437,49.760245752186414,77.790404481354
0.023925798933230623,4.974137594572314e-07,2.5501409957578935e-08,1888948888218973.5,3.5452598546844106e-05,2.62605662670946e+18,1390.2211134921076,1.9999369869583437,51.92829440036958,81.7548634764838
0.024925798933230617,4.972159339799811e-07,2.328604469610888e-08,1724851618514515.0,3.5452598546844106e-05,2.62605662670946e+18,1522.4826289527937,1.9999369869583437,54.09596446224561,85.739378621452
0.02592579893323061,4.970276837452069e-07,2.1339781678524525e-08,1580687379385648.2,3.5452598546844106e-05,2.62605662670946e+18,1661.3383904729512,1.9999369869583437,56.26294459041506,89.74235147294632
0.026925798933230605,4.968484054584491e-07,1.9621528397726465e-08,1453412353030586.2,3.5452598546844106e-05,2.62605662670946e+18,1806.821457952887,1.9999369869583437,58.428961880172075,93.76232910429606
0.0279257989332306,4.966775434222885e-07,1.8097644400883876e-08,1340534712680547.2,3.5452598546844106e-05,2.62605662670946e+18,1958.96204840408,1.9999369869583437,60.59377673796543,97.79798752871523
0.028925798933230593,4.96514584935914e-07,1.6740392380752863e-08,1239999891322660.8,3.5452598546844106e-05,2.62605662670946e+18,2117.7877877943565,1.9999369869583437,62.75717853778582,101.84811739759621
0.029925798933230587,4.963590562342304e-07,1.552674939928716e-08,1150102526261358.5,3.5452598546844106e-05,2.62605662670946e+18,2283.3239356894464,1.9999369869583437,64.91898193039037,105.91161161553582
0.03092579893323058,4.962105188893457e-07,1.4437486214695927e-08,1069418262727138.9,3.5452598546844106e-05,2.62605662670946e+18,2455.5935860050818,1.9999369869583437,67.07902369065137,109.98745456724158
0.031925798933230574,4.96068566611389e-07,1.3456448185253754e-08,996750488745309.2,3.5452598546844106e-05,2.62605662670946e+18,2634.617847055275,1.9999369869583437,69.23716001550922,114.07471271524965
0.03292579893323057,4.959328223953068e-07,1.2569989145098957e-08,931088400996533.1,3.5452598546844106e-05,2.62605662670946e+18,2820.4160033556664,1.9999369869583437,71.3932641979119,118.17252636251708
0.03392579893323056,4.958029359693908e-07,1.1766522379991954e-08,871573744544421.5,3.5452598546844106e-05,2.62605662670946e+18,3013.005661479764,1.9999369869583437,73.54722461818564,122.28010241334042
0.034925798933230556,4.956785815078364e-07,1.1036161979631406e-08,817474246965457.1,3.5452598546844106e-05,2.62605662670946e+18,3212.4028817514854,1.9999369869583437,75.69894300242524,126.39670798913914
0.03592579893323055,4.955594555752105e-07,1.0370434479682243e-08,768162259001747.1,3.5452598546844106e-05,2.62605662670946e+18,3418.622297484531,1.9999369869583437,77.84833290830554,130.52166478263615
0.036925798933230544,4.954452752753614e-07,9.76204556975459e-09,723097474077137.4,3.5452598546844106e-05,2.62605662670946e+18,3631.677223130946,1.9999369869583437,79.99531840409193,134.65434404969866
0.03792579893323054,4.953357765810395e-07,9.204690237246088e-09,681812865208992.9,3.5452598546844106e-05,2.62605662670946e+18,3851.579752612188,1.9999369869583437,82.13983291329927,138.79416215549205
0.03892579893323053,4.952307128237173e-07,8.692897396462126e-09,643903176324909.1,3.5452598546844106e-05,2.62605662670946e+18,4078.340848848942,1.9999369869583437,84.28181820097167,142.94057660230095
0.039925798933230526,4.951298533257699e-07,8.221902065351068e-09,609015454095489.9,3.5452598546844106e-05,2.62605662670946e+18,4311.970425462652,1.9999369869583437,86.42122348225497,147.09308247876768
0.04092579893323052,4.950329821594754e-07,7.787539676718033e-09,576841219319555.0,3.5452598546844106e-05,2.62605662670946e+18,4552.477421442197,1.9999369869583437,88.55800463635948,151.25120927785454
0.041925798933230514,4.949398970192101e-07,7.386158273161256e-09,547109962998372.0,3.5452598546844106e-05,2.62605662670946e+18,4799.869869518852,1.9999369869583437,90.69212351203075,155.41451803913998
0.04292579893323051,4.948504081949171e-07,7.014545227729232e-09,519583718363891.7,3.5452598546844106e-05,2.62605662670946e+18,5054.154958855533,1.9999369869583437,92.82354731228553,159.58259877635416
0.0439257989332305,4.947643376363222e-07,6.669865822106619e-09,494052511221781.94,3.5452598546844106e-05,2.62605662670946e+18,5315.339092630608,1.9999369869583437,94.9522480483776,163.75506815717034
0.044925798933230496,4.94681518098657e-07,6.34961155073216e-09,470330530716920.6,3.5452598546844106e-05,2.62605662670946e+18,5583.427940998397,1.9999369869583437,97.07820205412666,167.93156740612338
0.04592579893323049,4.946017923616739e-07,6.05155643893306e-09,448252893715772.5,3.5452598546844106e-05,2.62605662670946e+18,5858.426489879139,1.9999369869583437,99.20138955321008,172.11176040575342
0.046925798933230484,4.9452501251472e-07,5.773719993402531e-09,427672900461884.6,3.5452598546844106e-05,2.62605662670946e+18,6140.339085954082,1.9999369869583437,101.32179427282821,176.29533197384347
0.04792579893323048,4.944510393014185e-07,5.514335664491996e-09,408459698504344.9,3.5452598546844106e-05,2.62605662670946e+18,6429.169478225833,1.9999369869583437,103.43940309825827,180.4819862978139
0.04892579893323047,4.94379741518233e-07,5.271823907466993e-09,390496287282203.25,3.5452598546844106e-05,2.62605662670946e+18,6724.920856447646,1.9999369869583437,105.55420576340741,184.6714455094079
0.049925798933230466,4.943109954618189e-07,5.044769095772847e-09,373677808036236.6,3.5452598546844106e-05,2.62605662670946e+18,7027.595886707843,1.9999369869583437,107.6661945732307,188.86344838507105
