t[s],z[m],T[K],density[kg/m3],area[m2],mean_MW[kg/mol],gas_mdot[kg/s],velocity[m/s],gas_h[J/s],total_h,N_agg[mol/kg],N_pri[mol/kg],C_tot[mol/kg],H_tot[mol/kg],A_tot[m2/kg],N_agg[#/cm3],N_pri[#/cm3],d_p[nm],d_m[nm],d_g[nm],d_v[nm],n_p,total_carbon_mass_flow[kg/s],total_hydrogen_mass_flow[kg/s],soot_carbon_mass_flow[kg/s],soot_h[J/s],soot_mass[kg/kg],volume_fraction[-],SSA[m2/g],carbon_yield[-],inception_mass[mol/kg-s],coagulation_mass[mol/kg-s],PAH_adsorption_mass[mol/kg-s],surface_growth_mass[mol/kg-s],C_tot_inception[mol/kg-s],C_tot_PAH[mol/kg-s],C_tot_growth[mol/kg-s]
0.0,0.0,2200.0,0.20810589220593043,9.503317777109122e-05,0.037559300000000004,0.0001,5.056387762037616,112.7580584316969,112.7580584316969,1.6605390671738466e-24,1.6605390671738466e-24,6.27683767391714e-22,3.3210781343476935e-23,1.2565578781239173e-17,2.0810589358820226e-07,2.0810589358820226e-07,1.9999369869583437,1.9999369869583437,1.550338749580111,1.9999369869583437,1.0,3.1978764247469996e-06,1.0735024348164103e-06,7.5391097301418785e-28,2.557719378358698e-21,7.572586197736103e-24,8.754998927701035e-28,1659.3510398066876,2.357536292459561e-22,0.0,-5.651210943944228e-40,0.0,0.0,0.0,0.0,0.0
2.4171845248522184e-12,1.2222222222220001e-11,2199.9999920768205,0.20810589285257836,9.503317777109122e-05,0.03755929998144034,0.0001,5.056387746325891,112.75805843169694,112.75805843169694,1.6605390671738466e-24,1.6605390671738466e-24,6.27683767391714e-22,3.3210781343476935e-23,1.2565578781239173e-17,2.081058942348502e-07,2.081058942348502e-07,1.9999369869583437,1.9999369869583437,1.550338749580111,1.9999369869583437,1.0,3.1978764247470013e-06,1.0735024348164107e-06,7.5391097301418785e-28,2.557719365604878e-21,7.572586197736103e-24,8.754998954905462e-28,1659.3510398066876,2.357536292459561e-22,3.942954148660029e-147,-5.6512109512977355e-40,3.756539103504481e-90,2.312538317508318e-52,1.490436668193491e-144,3.756539103504481e-90,2.312538317508318e-52
1.7534495856817004e-08,8.86602113381724e-08,2199.9425501546857,0.20811058094367463,9.503317777109122e-05,0.03755916540188211,0.0001,5.056273841466919,112.75805843169685,112.75805843169685,1.6605390671738466e-24,1.6605390671738466e-24,6.27683767391714e-22,3.3210781343476935e-23,1.2565578781239173e-17,2.0811058232597758e-07,2.0811058232597758e-07,1.9999369869583437,1.9999369869583437,1.550338749580111,1.9999369869583437,1.0,3.1978764247470004e-06,1.0735024348164107e-06,7.5391097301418785e-28,2.5576269024096517e-21,7.572586197736103e-24,8.755196182538402e-28,1659.3510398066876,2.357536292459561e-22,1.0921970764754894e-116,-5.651264260650789e-40,6.252431027456018e-75,2.1056607247947874e-34,4.12850494907735e-114,6.252431027456018e-75,2.1056607247947874e-34
1.3184856124518877e-07,6.666210766022771e-07,2199.5691331721473,0.20814105834613336,9.503317777109122e-05,0.03755828966611763,0.0001,5.0555334681161135,112.75805843169671,112.75805843169671,1.6605390671738466e-24,1.6605390671738466e-24,6.27683767391714e-22,3.3210781343476947e-23,1.2565578781239173e-17,2.0814105972863877e-07,2.0814105972863877e-07,1.9999369869583437,1.9999369869583437,1.550338749580111,1.9999369869583437,1.0,3.1978764247469996e-06,1.0735024348164103e-06,7.5391097301418785e-28,2.5570258284569453e-21,7.572586197736103e-24,8.756478364522858e-28,1659.3510398066876,2.357536292459561e-22,1.9332842810922675e-106,-5.651610739955525e-40,8.321183450275e-70,7.310402543711766e-30,7.307814582528771e-104,8.321183450275e-70,7.310402543711766e-30
2.8854976168227695e-07,1.458750066303125e-06,2199.0598829854475,0.2081826321448237,9.503317777109122e-05,0.037557094171914905,0.0001,5.054523884710859,112.75805843169661,112.75805843169661,1.6605390671738466e-24,1.6605390671738466e-24,6.2768376739173745e-22,3.321078134347988e-23,1.2565578781239491e-17,2.0818263352760525e-07,2.0818263352760525e-07,1.9999369869583687,1.9999369869583687,1.5503387495801308,1.9999369869583687,1.0,3.197876424746999e-06,1.0735024348164105e-06,7.539109730142159e-28,2.556206132939433e-21,7.572586197736387e-24,8.75822737104624e-28,1659.3510398066674,2.357536292459649e-22,1.2431324631267867e-102,-5.65208323257695e-40,6.675523325693295e-68,5.336745509103039e-28,4.699040710619254e-100,6.675523325693295e-68,5.336745509103039e-28
5.01911266445554e-07,2.5370449559514134e-06,2198.370616315158,0.20823892804357697,9.503317777109122e-05,0.037555475243083905,0.0001,5.0531574304770945,112.75805843169674,112.75805843169674,1.6605390671738466e-24,1.6605390671738466e-24,6.276837673925703e-22,3.3210781343583934e-23,1.2565578781250601e-17,2.0823892942673244e-07,2.0823892942673244e-07,1.9999369869592531,1.9999369869592531,1.5503387495808163,1.9999369869592531,1.0,3.197876424746999e-06,1.0735024348164103e-06,7.5391097301521625e-28,2.555096723934272e-21,7.572586197746495e-24,8.760595735201759e-28,1659.3510398059195,2.3575362924627773e-22,4.726600312309365e-100,-5.652722916258518e-40,1.3024392125154704e-66,1.0964658341729017e-26,1.78665491805294e-97,1.3024392125154704e-66,1.0964658341729017e-26
7.972801105215468e-07,4.029312536454221e-06,2197.423492055484,0.20831633493186405,9.503317777109122e-05,0.03755324937687801,0.0001,5.051279761148638,112.75805843169668,112.75805843169668,1.6605390671738466e-24,1.6605390671738466e-24,6.276837674077954e-22,3.3210781345487107e-23,1.25655787814538e-17,2.0831633631553367e-07,2.0831633631553367e-07,1.9999369869754238,1.9999369869754238,1.5503387495933516,1.9999369869754238,1.0,3.1978764247469996e-06,1.073502434816409e-06,7.539109730335032e-28,2.553572361669077e-21,7.572586197931282e-24,8.763852237270355e-28,1659.3510397922614,2.357536292519962e-22,3.821180671001255e-91,-5.653602265982264e-40,3.706246589267377e-62,1.2569968318980902e-25,1.4444062936384744e-88,3.706246589267377e-62,1.2569968318980902e-25
1.2609614641047422e-06,6.370819037528353e-06,2195.9518200505827,0.20843671625583257,9.503317777109122e-05,0.037549785627469745,0.0001,5.048362426063412,112.75805843169664,112.75805843169664,1.6605390671738466e-24,1.6605390671738466e-24,6.276837676558545e-22,3.321078137649448e-23,1.256557878476439e-17,2.0843671764030178e-07,2.0843671764030178e-07,1.9999369872388804,1.9999369872388804,1.5503387497975816,1.9999369872388804,1.0,3.1978764247470004e-06,1.0735024348164103e-06,7.5391097333144685e-28,2.551203946585846e-21,7.572586200941975e-24,8.768916673825418e-28,1659.3510395697208,2.357536293451654e-22,3.5294797118920614e-80,-5.654969124732831e-40,1.1278178703050062e-56,1.2509848543703136e-24,1.3341433310951992e-77,1.1278178703050062e-56,1.2509848543703136e-24
2.602223197847706e-06,1.3136428568799622e-05,2191.782470348687,0.20877823650579747,9.503317777109122e-05,0.03753989954161213,0.0001,5.0401042952039985,112.75805843169667,112.75805843169667,1.6605390671738466e-24,1.6605390671738466e-24,6.276837844043044e-22,3.321078347005068e-23,1.25655790082888e-17,2.087782378925351e-07,2.087782378925351e-07,1.999937005026948,1.999937005026948,1.5503387635867814,1.999937005026948,1.0,3.1978764247470013e-06,1.0735024348164103e-06,7.539109934480101e-28,2.544495363696876e-21,7.572586404217912e-24,8.78328464033552e-28,1659.3510245442435,2.3575363563576595e-22,2.099360435734772e-49,-5.658838951295369e-40,2.7604646333526987e-41,3.612874919274837e-23,7.935582447077437e-47,2.7604646333526987e-41,3.612874919274837e-23
5.50007396047938e-06,2.7716815566258252e-05,2183.054048523384,0.20949310211045147,9.503317777109122e-05,0.03751842925584204,0.0001,5.022905651581782,112.7580584316966,112.7580584316966,1.6605390671738466e-24,1.6605390671738466e-24,6.27684673367676e-22,3.3210894590472125e-23,1.2565590872369749e-17,2.0949310350193736e-07,2.0949310350193736e-07,1.9999379491700275,1.9999379491700275,1.5503394954806413,1.9999379491700275,1.0,3.197876424746999e-06,1.0735024348164094e-06,7.539120611819158e-28,2.5304605339485314e-21,7.572597193566353e-24,8.8133715395173e-28,1659.3502270324668,2.357539695241856e-22,3.33458645625569e-44,-5.666865144460493e-40,0.0,8.418224651863507e-22,1.2604736804646508e-41,0.0,8.418224651863507e-22
9.938244044570541e-06,4.995225843396979e-05,2169.786353655363,0.21057002992953205,9.503317777109122e-05,0.03748210426122366,0.0001,4.99721677823824,112.75805843169496,112.75805843169496,1.6605390671738466e-24,1.6605390671738466e-24,6.277008081676878e-22,3.321291144047362e-23,1.2565806205997997e-17,2.1057003132817108e-07,2.1057003132817108e-07,1.9999550853339474,1.9999550853339474,1.5503527793286414,1.9999550853339474,1.0,3.1978764247469996e-06,1.0735024348164099e-06,7.539314406902099e-28,2.5092017078191057e-21,7.572793021634097e-24,8.85890696230913e-28,1659.3357523571246,2.357600296421264e-22,6.088468700593893e-35,-5.678633956598965e-40,4.791086061882951e-34,8.224043408795244e-21,2.3014411688244917e-32,4.791086061882951e-34,8.224043408795244e-21
1.4773759291651642e-05,7.404793118646556e-05,2154.6168488056765,0.21177780498487758,9.503317777109122e-05,0.037433542335336085,0.0001,4.968717503862716,112.75805843169468,112.75805843169468,1.660539067843315e-24,1.660539067843315e-24,6.277915499452629e-22,3.3224254333485986e-23,1.256701720514089e-17,2.1177780647691988e-07,2.1177780647691988e-07,2.0000514530230804,2.0000514530230804,1.5504274829636282,2.0000514530230804,1.0,3.197876424746999e-06,1.0735024348164099e-06,7.540404306392554e-28,2.4852053836133427e-21,7.573894354760707e-24,8.911015120214324e-28,1659.254356676056,2.357941116185912e-22,1.9461982217594818e-27,-5.6912835875372815e-40,2.7446891909096414e-30,3.2750241267042246e-20,7.3566292782508415e-25,2.7446891909096414e-30,3.2750241267042246e-20
2.0147786514317764e-05,0.00010066100274985728,2136.2049208800954,0.21321454978173113,9.503317777109122e-05,0.03736544689662237,0.0001,4.935235834680111,112.75805843169546,112.75805843169546,1.6607970675905862e-24,1.6607970675905862e-24,6.28195011956859e-22,3.3340515390956254e-23,1.2573052010205629e-17,2.132476786588615e-07,2.132476786588615e-07,2.000376223288023,2.000376223288023,1.5506792428589324,2.000376223288023,1.0,3.1978764247469974e-06,1.07350243481641e-06,7.545250288613834e-28,2.457279956839797e-21,7.578857528127918e-24,8.977348309553765e-28,1658.9640276971065,2.359456491259126e-22,5.079914529968681e-22,-5.707522575628131e-40,1.4253185153013489e-27,8.569833282107502e-20,1.9202076923281615e-19,1.4253185153013489e-27,8.569833282107502e-20
2.6526698102855854e-05,0.0001320078136603837,2112.0405042923335,0.2150763494610411,9.503317777109122e-05,0.037265360876467084,0.0001,4.892514166224459,112.75805843169427,112.75805843169427,1.0240997329834499e-23,1.0240997329834499e-23,3.872970733924564e-21,2.628136704497549e-21,7.752035644949875e-17,1.3264345167860277e-06,1.3264345167860277e-06,2.0002596141944484,2.0002596141944484,1.5505888482127508,2.0002596141944484,1.0,3.1978764247469974e-06,1.0735024348164082e-06,4.651825148516794e-27,1.569020429389497e-20,4.916741328330147e-23,5.874859867452656e-27,1576.661273653513,1.4546606968669291e-21,1.1594006060166321e-17,-2.1766305097349505e-38,1.3560149554568012e-24,1.1187490282741107e-18,4.382534290742869e-15,1.3560149554568012e-24,1.1187490282741107e-18
3.3896952206302626e-05,0.00016787565026812553,2081.931683443519,0.21739525879755506,9.503317777109122e-05,0.03713017317337288,0.0001,4.840326750354228,112.75805843167697,112.75805843167697,3.412385476348365e-20,3.412385476348365e-20,1.290518076844309e-17,1.0318937855135298e-17,2.583058783461529e-13,0.004467443394377541,0.004467443394377541,2.0002658244069327,2.0002658244069327,1.5505936623309555,2.0002658244069327,1.0,3.1978764247469958e-06,1.0735024348164084e-06,1.5500412620976997e-23,5.1732713468196115e-17,1.6540561556774635e-19,1.9976887001621734e-23,1561.6512018623498,4.847095560361847e-18,3.18350133490783e-14,-2.4251996609390704e-31,2.4316156738592107e-19,6.628550041546606e-15,1.2033635045951596e-11,2.4316156738592107e-19,6.628550041546606e-15
4.119258848549949e-05,0.00020299946483206738,2051.8028439266914,0.21973935793391244,9.503317777109122e-05,0.036987409084714866,0.0001,4.788691914147027,112.75805843165999,112.75805843166,1.1205828916568039e-17,1.1205828916560976e-17,4.239997552406357e-15,3.3888488680275646e-15,8.485236139488549e-11,1.4828688564311445,1.48286885643021,2.0005968706417776,2.0005968706417776,1.5508502873192072,2.000596870641357,0.9999999999993697,3.197876424746994e-06,1.0735024348164082e-06,5.092661060195276e-21,1.6651501667701322e-14,5.4342570260924544e-17,6.634000832007824e-21,1561.434451618113,1.5925134007009614e-15,7.55000932423493e-12,-2.6244490422935705e-26,1.2638047142671315e-15,3.1744119035349114e-12,2.8539035245608036e-09,1.2638047142671315e-15,3.1744119035349114e-12
5.001607858997999e-05,0.00024499223995983393,2017.8381370806105,0.22242399032665425,9.503317777109122e-05,0.03681954232007636,9.99999999999992e-05,4.730892944653188,112.75805843164926,112.75805843165165,1.6413174038693707e-15,1.641317403869947e-15,6.215765162699158e-13,4.963829654671348e-13,1.2435582224831278e-08,219.84931038531914,219.84931038539634,2.0011810737766855,2.0011810737770017,1.5513031579666678,2.00118107377692,1.000000000000351,3.197876424746998e-06,1.0735024348164084e-06,7.4657555369178995e-19,2.38410654610461e-12,7.966109566108831e-15,9.843632650406991e-19,1561.0609070376656,2.3345978847536466e-13,7.746420593986583e-10,-5.652450989049367e-22,1.9353213593542853e-12,6.164381167633541e-10,2.928146984526928e-07,1.9353213593542853e-12,6.164381167633541e-10
5.910669414692426e-05,0.0002877601713999643,1987.7197478881028,0.22484608745281384,9.503317777109122e-05,0.036664934988807615,9.999999999996957e-05,4.679930607102486,112.75805843158533,112.75805843167448,6.26327301295808e-14,6.263273013074171e-14,2.3747337791335567e-11,1.8942717047716068e-11,4.7491505163211746e-07,8480.814867928371,8480.814868085565,2.0019669709455976,2.001966970962296,1.551912380590927,2.0019669709579664,1.0000000000185352,3.197876424746999e-06,1.0735024348164084e-06,2.852292742116447e-17,8.915734834076085e-11,3.0432353299582934e-13,3.801441984107196e-17,1560.559733770658,8.919333843058387e-12,2.1223277479440136e-08,-8.259761919854895e-19,3.9795306511541104e-10,2.7456279557420495e-08,8.022398887228371e-06,3.9795306511541104e-10,2.7456279557420495e-08
6.996478067213754e-05,0.00033829880476593863,1958.6869700562745,0.22721888363440607,9.503317777109122e-05,0.036510677174868084,9.999999999933121e-05,4.631059134345702,112.75805842979118,112.75805843170994,1.3742067948113806e-12,1.3742067956002302e-12,5.219352824800342e-10,4.156502750957124e-10,1.0431994138843782e-05,188038.77731420595,188038.7774221477,2.003121229565925,2.0031212300833676,1.5528071551033857,2.003121229949216,1.00000000057404,3.197876424746999e-06,1.0735024348164092e-06,6.268964677825765e-16,1.9187615863315867e-09,6.687940155164169e-12,8.44236831038955e-16,1559.8216934983484,1.9603523855121246e-10,3.2712232030436226e-07,-3.989770611068813e-16,3.529963897832515e-08,6.483104411729392e-07,0.00012365223707504894,3.529963897832515e-08,6.483104411729392e-07
8.293811252574428e-05,0.0003980771982388676,1932.21483251434,0.22941643623491204,9.503317777109122e-05,0.03636556779081944,9.999999999120878e-05,4.586698772480365,112.75805840698628,112.75805843172273,1.8018881315295015e-11,1.8018881508938278e-11,6.861771344545209e-09,5.451870336729494e-09,0.00013702683845523986,2489449.146648456,2489449.1734017846,2.004880614348962,2.004880624044582,1.5541710263911488,2.0048806215309027,1.0000000107466862,3.197876424746999e-06,1.0735024348164088e-06,8.241673561208708e-15,2.4736444526862143e-08,8.791222091875585e-11,1.1204726902598473e-14,1558.677929225259,2.577233284385199e-09,2.9737897893955122e-06,-6.881851882657299e-14,1.4362114671423732e-06,8.530394753869808e-06,0.0011240925403915036,1.4362114671423732e-06,8.530394753869808e-06
9.88682024479924e-05,0.000470807983204899,1908.2681216189767,0.23143623902131574,9.503317777109122e-05,0.03623107253455721,9.999999992220747e-05,4.546669485251153,112.75805821669134,112.75805843170372,1.58745637391487e-10,1.5874565908552712e-10,6.073175286082594e-08,4.809144011859822e-08,0.0012109234698192105,22125040.14463539,22125043.168224048,2.007969129324289,2.0079692528075723,1.556565312253932,2.0079692207933872,1.0000001366591262,3.197876424746998e-06,1.073502434816408e-06,7.294490830439236e-14,2.150123742275158e-07,7.779252552509274e-10,1.0002227517498427e-13,1556.6064498428134,2.28104212345114e-08,1.794498523025557e-05,-5.358907218843762e-12,3.199724504946756e-05,7.161222082318587e-05,0.006783204417036605,3.199724504946756e-05,7.161222082318587e-05
0.00011742045281206575,0.0005548266356430782,1887.891369919187,0.2331844028175801,9.503317777109122e-05,0.03611494279584637,9.99999995491288e-05,4.512583470848305,112.75805720458678,112.75805843167252,9.126087468706209e-10,9.126097650999015e-10,3.520952407944656e-07,2.77475961189944e-07,0.007000687205560445,128154845.17374386,128154988.16055642,2.0136194314482294,2.013620442447236,1.5609460794164618,2.0136201803363334,1.0000011157347375,3.197876424746997e-06,1.0735024348164084e-06,4.2290159181149113e-13,1.227085752699666e-06,4.50871170606179e-09,5.840895814748062e-13,1552.7023375986294,1.3224450717946335e-07,7.185935072999595e-05,-1.777373002769405e-10,0.00037893955450707346,0.00038153485752589626,0.02716283457593847,0.00037893955450707346,0.00038153485752589626
0.0001422438636692579,0.0006664094443780758,1868.1009461540357,0.23491487589176474,9.503317777109122e-05,0.036001557664338,9.999999770613885e-05,4.479341967719753,112.75805228280637,112.7580584316118,4.560240487373045e-09,4.560277510222014e-09,1.7922464826200233e-06,1.4007334126793347e-06,0.03541613096851487,645132870.656645,645138108.2437639,2.0260704104848033,2.026077812469237,1.5706029554025094,2.0260758934336387,1.0000081186176633,3.197876424746997e-06,1.0735024348164082e-06,2.152667200895712e-12,6.148805421499513e-06,2.2938611782729868e-08,2.9936784111496443e-12,1543.9526726364118,6.731552177054561e-07,0.0002440831561360266,-4.4610037682163135e-09,0.0036156731281796442,0.0017300598263242206,0.09226343301941806,0.0036156731281796442,0.0017300598263242206
0.00017271774216036316,0.0008024364296941604,1850.5390993908302,0.23648291046381562,9.503317777109122e-05,0.035901158188686444,9.999999079726749e-05,4.44964072739906,112.7580340977737,112.75805843156436,1.7651433020784636e-08,1.765222973538459e-08,7.196255791645827e-06,5.54871545052593e-06,0.14047847527134155,2513799503.3400426,2513912966.125943,2.0509483308505536,2.050989987530095,1.5899147190155773,2.0509791875689714,1.0000451359727573,3.197876424746996e-06,1.0735024348164077e-06,8.643422035914722e-12,2.4333790667209377e-05,9.202733348758817e-08,1.2090495369649453e-11,1526.4864247130233,2.702863052814352e-06,0.0006534478616594155,-6.737363605915838e-08,0.023895258271169808,0.006094552786826565,0.24700329170725907,0.023895258271169808,0.006094552786826565
0.00020365668290715902,0.0009397362447704184,1837.1607900864392,0.23770056109883464,9.503317777109122e-05,0.03582513261962157,9.999997397216941e-05,4.426846145622324,112.75799032877453,112.7580584315375,4.7325931448860306e-08,4.7333615949369236e-08,2.0374365977634108e-05,1.5438356868512995e-05,0.3905873402100015,6774547348.521745,6775647358.832239,2.0884488953293268,2.088601487920676,1.619070920868741,2.088561925807941,1.000162373993996,3.1978764247469983e-06,1.0735024348164084e-06,2.4471644606296473e-11,6.810276298210938e-05,2.602783734808244e-07,3.437128634349112e-11,1500.6523015588823,7.6524672488658e-06,0.0013041455130634904,-4.894515964314134e-07,0.0946576637383113,0.015292644439333742,0.49296700393799936,0.0946576637383113,0.015292644439333742
0.0002497833007604377,0.001143307009294824,1822.1320099964414,0.23909402630974474,9.503317777109122e-05,0.035740365964067135,9.999991552442797e-05,4.401043447261844,112.75784001900794,112.7580584315088,1.3741645010739534e-07,1.3750850333136984e-07,6.624993422191225e-05,4.86393589732742e-05,1.2232231335573263,19786016002.332706,19799270358.424736,2.1683914082114963,2.169044945670279,1.6814301904420768,2.168875491121627,1.0006698850385274,3.197876424746996e-06,1.073502434816408e-06,7.957272877436423e-11,0.0002184125008513101,8.447564337844486e-07,1.1220900944699173e-10,1448.018724258037,2.488299052414436e-05,0.0026819312280118076,-4.2124211643991e-06,0.42357625841426,0.042128847071157015,1.0137700041884632,0.42357625841426,0.042128847071157015
0.00030727953881518023,0.001395628851093233,1808.3004830024925,0.2404009677518961,9.503317777109122e-05,0.03566294813317596,9.999973828077378e-05,4.377109388487776,112.75738921629139,112.75805843148144,3.537036543427011e-07,3.5456861517450873e-07,0.00020577158843255674,0.0001445203997503819,3.570775697262308,51206685254.850784,51331908097.55637,2.307176141548458,2.309713362972463,1.790475475172452,2.309055297028254,1.0024454393421947,3.1978764247469983e-06,1.0735024348164073e-06,2.471516080213749e-10,0.0006692151900629541,2.617199111611824e-06,3.495428884616029e-10,1364.35003413371,7.728616594086443e-05,0.004955661602325956,-2.884880143633397e-05,1.6357163475887164,0.10772178400628359,1.8732400856792113,1.6357163475887164,0.10772178400628359
0.00037040172194339495,0.0016712645136627144,1796.8395425107929,0.24150110685692966,9.503317777109122e-05,0.03559908651868032,9.999928663864354e-05,4.357150138210849,112.7562512025779,112.75805843147009,7.52972273165928e-07,7.583708244999173e-07,0.0005623377247818822,0.0003764147231063318,8.992854187834865,109508798801.98936,110293939095.89465,2.5035575548016453,2.511619027439385,1.9469914941390583,2.5095265268401095,1.0071696548815678,3.197876424746997e-06,1.0735024348164084e-06,6.75419023022843e-10,0.001807228892187195,7.13366445324637e-06,9.571043674471845e-10,1260.621977214308,0.000211208606372674,0.007880685256200008,-0.0001365904364783386,4.932589353375522,0.23986945341993463,2.9788990268436026,4.932589353375522,0.23986945341993463
0.00045192553079917647,0.0020256336386045245,1785.541976801407,0.24259844520695587,9.503317777109122e-05,0.03553599743158717,9.999794292810303e-05,4.337383295053233,112.75289484384975,112.75805843145639,1.5228950903084856e-06,1.554730667325741e-06,0.0016260389427896664,0.0010325281655610159,23.186999354248368,222489184915.65005,227140241726.43393,2.8076586428834283,2.833920319951211,2.1968374573265197,2.827088242214478,1.02090464223035,3.197876424746999e-06,1.0735024348164086e-06,1.9529951988428482e-09,0.005163587606641257,2.057114213273219e-05,2.7725150541845172e-09,1127.1614966557402,0.0006107162815077695,0.011542330979291164,-0.0005953965414154899,14.072501158260739,0.5402962333546097,4.36300111017206,14.072501158260739,0.5402962333546097
0.0005540319493351685,0.0024675054818453553,1774.843925417217,0.24364318135198942,9.503317777109122e-05,0.03547520078212198,9.999421186103313e-05,4.318623580827364,112.74365646370185,112.75805843144256,2.7324317931152942e-06,2.891336618298006e-06,0.0045861600839707415,0.0027781461794475475,56.92083016115528,400917022962.26166,424232389738.1537,3.2257885565275983,3.3088958215359714,2.5650355205705204,3.287146090087948,1.0581550930504806,3.197876424747e-06,1.0735024348164071e-06,5.508118040875923e-09,0.01440196774070934,5.788474011745571e-05,7.835123463305577e-09,983.3477708573187,0.0017224299220104163,0.014100306714664161,-0.002085020747490309,33.433173409249996,1.153811764866903,5.329915938143053,33.433173409249996,1.153811764866903
0.0006491306117907366,0.002877531647088425,1767.0968425720996,0.2443964076263445,9.503317777109122e-05,0.03542954711062459,9.998823250553371e-05,4.305056234136183,112.72896582072138,112.75805843144047,3.7642688897567285e-06,4.2225826742928e-06,0.009337057988648563,0.005497410895716703,103.73810036965585,554021171975.5026,621475317116.981,3.603542738943386,3.7947534336416324,2.941669328404366,3.7442271227325294,1.1217537317228397,3.197876424746996e-06,1.073502434816407e-06,1.1213420656215677e-08,0.029092610719089616,0.00011768879368454035,1.59792879968776e-08,881.4611580412769,0.003506520942910678,0.013446287809927467,-0.004280662846473229,52.041846344682526,1.8950696349235254,5.082696792152582,52.041846344682526,1.8950696349235254
0.0007637759678563062,0.0033703102296150063,1759.6221276926592,0.24511596815633613,9.503317777109122e-05,0.03538355391254132,9.997873505155217e-05,4.292010681827764,112.70581137574023,112.75805843143868,4.506367938328496e-06,5.604538860264019e-06,0.01689167725623825,0.009730930927319567,169.26506982793128,665195278596.3757,827298800181.9424,3.995428309198129,4.407418586947486,3.4166035557732446,4.296693958960634,1.2436931331317027,3.197876424746999e-06,1.0735024348164073e-06,2.0284279193508043e-08,0.05224705569845878,0.00021269471389941577,2.896381706621679e-08,795.8123017010073,0.006343046603219772,0.010515549708123515,-0.0067279355550871,63.54721846711268,2.803979634077465,3.9748777896706886,63.54721846711268,2.803979634077465
0.0008855354230331713,0.0038921989639482293,1753.1862271599218,0.2457302718373655,9.503317777109122e-05,0.03534248996405777,9.996788425074865e-05,4.280816451029401,112.67957501441671,112.75805843143756,4.693392030071495e-06,6.703656128687063e-06,0.025531108319618946,0.014490600949284236,236.64058022079752,694538616915.6025,992021980278.769,4.319548542643793,5.071186266187295,3.9311521443312363,4.8645946512032925,1.428317959747536,3.197876424746998e-06,1.0735024348164071e-06,3.065556577516209e-08,0.07848341702085221,0.0003212606677838217,4.385748401398448e-08,736.599913874407,0.009586225889759768,0.0077181722067098885,-0.00801149773689119,63.7148669933193,3.6223642411222383,2.917469094136338,63.7148669933193,3.6223642411222383
0.0009253766323017509,0.004062687018535628,1751.3293123560986,0.2459069084701568,9.503317777109122e-05,0.03533043450460877,9.996439769370857e-05,4.27759233768193,112.6711901043822,112.75805843143709,4.665328507137292e-06,6.9979998930787225e-06,0.028308694424859907,0.016006083076149494,257.1639398472297,690881979525.1707,1036324025510.8752,4.4072499555338895,5.289430898102555,4.000756371065125,5.045043508564926,1.5000015288039787,3.1978764247469953e-06,1.0735024348164058e-06,3.3989467529580835e-08,0.08686832705489206,0.00035614986047775106,4.865539507897858e-08,722.0666589683949,0.010628762033001296,0.007067246887118493,-0.008150547287764496,61.41998239210237,3.852024810016624,2.6714193233307904,61.41998239210237,3.852024810016624
